marker_number	marker_ID	chromosome_BroadS1	position_BroadS1	chromosome_reassembled	position_reassembled	cM	Reassembly_information
1251	chrXIV_2033100	14	2033100	14	2033100	13.7848388	congruent
1252	chrXIV_2181048	14	2181048	14	2181048	14.5381834	congruent
1253	chrXIV_2375841	14	2375841	14	2375841	16.9806586	congruent
1254	chrXIV_2456419	14	2456419	14	2456419	17.3578151	congruent
1255	chrXIV_2460565	14	2460565	14	2460565	17.5461286	congruent
1256	chrXIV_2574766	14	2574766	14	2574766	19.2765766	congruent
1257	chrXIV_2636605	14	2636605	14	2636605	20.1543571	congruent
1258	chrXIV_2696056	14	2696056	14	2696056	20.7605539	congruent
1259	chrXIV_2715703	14	2715703	14	2715703	20.760554	congruent
1260	chrXIV_2955884	14	2955884	14	2955884	22.9146222	congruent
1261	chrXIV_2967906	14	2967906	14	2967906	22.9146223	congruent
1262	chrXIV_2985380	14	2985380	14	2985380	23.128811	congruent
1263	chrXIV_3189866	14	3189866	14	3189866	23.9457348	congruent
1264	chrXIV_3292800	14	3292800	14	3292800	24.1598513	congruent
1265	chrXIV_3447685	14	3447685	14	3447685	25.7703968	congruent
1266	chrXIV_3642991	14	3642991	14	3642991	26.8406255	congruent
1267	chrXIV_3852648	14	3852648	14	3852648	27.9108447	congruent
1268	chrXIV_4005398	14	4005398	14	4005398	27.9108448	congruent
1269	chrXIV_4089258	14	4089258	14	4089258	28.3371889	congruent
1270	chrXIV_4160647	14	4160647	14	4160647	28.9778664	congruent
1271	chrXIV_4169338	14	4169338	14	4169338	28.9778665	congruent
1272	chrXIV_4232227	14	4232227	14	4232227	28.9778666	congruent
1273	chrXIV_4259895	14	4259895	14	4259895	29.4751528	congruent
1274	chrXIV_4432569	14	4432569	14	4432569	30.2233561	congruent
1275	chrXIV_4614929	14	4614929	14	4614929	30.7567899	congruent
1276	chrXIV_5190308	14	5190308	14	5190308	31.4996918	congruent
1277	chrXIV_5474145	14	5474145	14	5474145	31.7050617	congruent
1278	chrXIV_5909051	14	5909051	14	5909051	33.3446988	congruent
1279	chrXIV_6849438	14	6849438	14	6849438	34.4497116	congruent
1280	chrXIV_7142093	14	7142093	14	7142093	35.0388829	congruent
1281	chrXIV_7392271	14	7392271	14	7392271	36.1091319	congruent
1282	chrXIV_8766527	14	8766527	14	8766527	37.03148	congruent
1283	chrXIV_8859737	14	8859737	14	8859737	37.3041215	congruent
1284	chrXIV_8945810	14	8945810	14	8945810	37.5767977	congruent
1285	chrXIV_9141719	14	9141719	14	9141719	37.8067858	congruent
1286	chrXIV_9287166	14	9287166	14	9287166	38.1350746	congruent
1287	chrXIV_9483957	14	9483957	14	9483957	38.4633538	congruent
1288	chrXIV_9495617	14	9495617	14	9495617	38.4633539	congruent
1289	chrXIV_9735748	14	9735748	14	9735748	38.463354	congruent
1290	chrXIV_10022194	14	10022194	14	10022194	39.6088112	congruent
1291	chrXIV_10066890	14	10066890	14	10066890	39.7983879	congruent
1292	chrXIV_10406863	14	10406863	14	10406863	40.5599712	congruent
1293	chrXIV_10493800	14	10493800	14	10493800	40.5599713	congruent
1294	chrXIV_10784421	14	10784421	14	10784421	41.272104	congruent
1295	chrXIV_10830981	14	10830981	14	10830981	41.4495621	congruent
1296	chrXIV_10950686	14	10950686	14	10950686	41.4495622	congruent
1297	chrXIV_10967118	14	10967118	14	10967118	41.804886	congruent
1298	chrXIV_11037320	14	11037320	14	11037320	41.9823588	congruent
1299	chrXIV_11099650	14	11099650	14	11099650	42.1598405	congruent
1300	chrXIV_11108353	14	11108353	14	11108353	42.1598406	congruent
1301	chrXIV_11345666	14	11345666	14	11345666	43.0509269	congruent
1302	chrXIV_11436263	14	11436263	14	11436263	43.4505934	congruent
1303	chrXIV_11656441	14	11656441	14	11656441	43.8502627	congruent
1304	chrXIV_12562063	14	12562063	14	12562063	44.6521103	congruent
1305	chrXIV_12618267	14	12618267	14	12618267	44.6521104	congruent
1306	chrXIV_13817648	14	14512749	14	13817648	44.8295918	reversed
1307	chrXIV_13830248	14	14500149	14	13830248	44.8295919	reversed
1308	chrXIV_13843139	14	14487258	14	13843139	44.829592	reversed
1309	chrXIV_13970010	14	14360387	14	13970010	44.8295921	reversed
1310	chrXIV_13984473	14	14345924	14	13984473	44.8295957	reversed
1311	chrXIV_14116276	14	14214121	14	14116276	45.0070446	reversed
1312	chrXIV_14312182	14	14018215	14	14312182	45.7191756	reversed
1313	chrXIV_14447287	14	13883110	14	14447287	45.8966124	reversed
1314	chrXIV_15030929	14	13299468	14	15030929	46.4301571	reversed
1315	chrXIV_15052705	14	13277692	14	15052705	46.4301572	reversed
1316	chrXIV_15058159	14	13272238	14	15058159	46.4301573	reversed
1317	chrXIV_15095071	14	13235326	14	15095071	46.4301574	reversed
1318	chrXV_172959	15	172959	15	172959	0	congruent
1319	chrXV_197527	15	197527	15	197527	0.0000001	congruent
1320	chrXV_321920	15	321920	15	321920	0.0000002	congruent
1321	chrXV_370701	15	370701	15	370701	9.033375	congruent
1322	chrXV_435040	15	435040	15	435040	9.0333751	congruent
1323	chrXV_807428	15	807428	15	807428	9.2617046	congruent
1324	chrXV_1194238	15	1194238	15	1194238	10.4519983	congruent
1325	chrXV_1261503	15	1261503	15	1261503	11.0260777	congruent
1326	chrXV_1997577	15	1997577	15	1997577	17.5276252	congruent
1327	chrXV_2066065	15	2066065	15	2066065	17.7238387	congruent
1328	chrXV_2216030	15	2216030	15	2216030	20.1053286	congruent
1329	chrXV_2377305	15	2377305	15	2377305	21.5112831	congruent
1330	chrXV_2385169	15	2385169	15	2385169	21.5112832	congruent
1331	chrXV_2413785	15	2413785	15	2413785	22.0447373	congruent
1332	chrXV_2471773	15	2471773	15	2471773	22.3999936	congruent
1333	chrXV_2507045	15	2507045	15	2507045	23.2013212	congruent
1334	chrXV_2566368	15	2566368	15	2566368	24.0025846	congruent
1335	chrXV_2731642	15	2731642	15	2731642	25.5533401	congruent
1336	chrXV_2883250	15	2883250	15	2883250	26.2269892	congruent
1337	chrXV_3034216	15	3034216	15	3034216	26.9916235	congruent
1338	chrXV_3269921	15	3269921	15	3269921	28.1415907	congruent
1339	chrXV_3345264	15	3345264	15	3345264	28.8360974	congruent
1340	chrXV_4138554	15	4138554	15	4138554	32.6452863	congruent
1341	chrXV_4167330	15	4167330	15	4167330	33.0157055	congruent
1342	chrXV_4191026	15	4191026	15	4191026	33.4099675	congruent
1343	chrXV_4615624	15	4615624	15	4615624	34.7998558	congruent
1344	chrXV_4642352	15	4642352	15	4642352	34.7998559	congruent
1345	chrXV_5400351	15	5400351	15	5400351	36.5900578	congruent
1346	chrXV_5777317	15	5777317	15	5777317	38.0191415	congruent
1347	chrXV_5858890	15	5858890	15	5858890	38.0191416	congruent
1348	chrXV_6213472	15	6213472	15	6213472	38.5524796	congruent
1349	chrXV_6639481	15	6639481	15	6639481	39.9018318	congruent
1350	chrXV_8737531	15	8737531	15	8737531	43.3372888	congruent
1351	chrXV_9046374	15	9046374	15	9046374	44.3049609	congruent
1352	chrXV_9174099	15	9174099	15	9174099	44.304961	congruent
1353	chrXV_9515070	15	9515070	15	9515070	44.6601899	congruent
1354	chrXV_9831731	15	9831731	15	9831731	45.0154233	congruent
1355	chrXV_9839017	15	9839017	15	9839017	45.0154234	congruent
1356	chrXV_10310105	15	10310105	15	10310105	46.0850974	congruent
1357	chrXV_10408785	15	10408785	15	10408785	46.2625049	congruent
1358	chrXV_10765712	15	10765712	15	10765712	46.6177472	congruent
1359	chrXV_10803170	15	10803170	15	10803170	46.6177473	congruent
1360	chrXV_10861637	15	10861637	15	10861637	46.6177474	congruent
1361	chrXV_10923140	15	10923140	15	10923140	46.6177475	congruent
1362	chrXV_10931684	15	10931684	15	10931684	46.6177476	congruent
1363	chrXV_10990096	15	10990096	15	10990096	46.6177477	congruent
1364	chrXV_11044233	15	11044233	15	11044233	46.6177514	congruent
1365	chrXV_11164365	15	11164365	15	11164365	46.7952058	congruent
1366	chrXV_11238624	15	11238624	15	11238624	46.9726629	congruent
1367	chrXV_11491014	15	11491014	15	11491014	47.1501199	congruent
1368	chrXV_11492839	15	11492839	15	11492839	47.15012	congruent
1369	chrXV_11588348	15	11588348	15	11588348	47.7434357	congruent
1370	chrXV_11673180	15	11673180	15	11673180	48.0387823	congruent
1371	chrXV_11777081	15	11777081	15	11777081	48.2162234	congruent
1372	chrXV_11832899	15	11832899	15	11832899	48.5714477	congruent
1373	chrXV_11923193	15	11923193	15	11923193	48.9266496	congruent
1374	chrXV_11967636	15	11967636	15	11967636	48.9266497	congruent
1375	chrXV_12156666	15	12156666	15	12156666	49.459951	congruent
1376	chrXV_12187214	15	12187214	15	12187214	49.4599511	congruent
1377	chrXV_12524163	15	12524163	15	12524163	49.8151588	congruent
1378	chrXV_13111994	15	13111994	15	13111994	49.8151589	congruent
1379	chrXV_13137045	15	13137045	15	13137045	49.815159	congruent
1380	chrXV_13153669	15	13153669	15	13153669	49.8151591	congruent
1381	chrXV_13676980	15	13676980	15	13676980	50.170361	congruent
1382	chrXV_14464891	15	14464891	15	14464891	50.8820698	congruent
1383	chrXV_15587730	15	15587730	15	15587730	50.8820699	congruent
1384	chrXVI_657957	16	657957	16	657957	0	congruent
1385	chrXVI_736955	16	736955	16	736955	0.0000001	congruent
1386	chrXVI_2585761	16	2585761	16	2585761	3.5629928	congruent
1387	chrXVI_2898523	16	2898523	16	2898523	5.2771982	congruent
1388	chrXVI_3058433	16	3058433	16	3058433	5.8272612	congruent
1389	chrXVI_3328921	16	3328921	16	3328921	7.1879109	congruent
1390	chrXVI_4084489	16	4084489	16	4084489	9.3382422	congruent
1391	chrXVI_4197958	16	4197958	16	4197958	9.515569	congruent
1392	chrXVI_5144896	16	5144896	16	5144896	10.518537	congruent
1393	chrXVI_5275810	16	5275810	16	5275810	11.1184718	congruent
1394	chrXVI_5471163	16	5471163	16	5471163	11.1184719	congruent
1395	chrXVI_5524382	16	5524382	16	5524382	11.4737143	congruent
1396	chrXVI_5534987	16	5534987	16	5534987	11.4737144	congruent
1397	chrXVI_6047924	16	6047924	16	6047924	11.6511725	congruent
1398	chrXVI_6246695	16	6246695	16	6246695	12.006424	congruent
1399	chrXVI_6372463	16	6372463	16	6372463	12.3616755	congruent
1400	chrXVI_6418085	16	6418085	16	6418085	12.5390798	congruent
1401	chrXVI_7674627	16	7674627	16	7674627	14.8506896	congruent
1402	chrXVI_8157008	16	8157008	16	8157008	15.7627925	congruent
1403	chrXVI_8795563	16	8795563	16	8795563	15.7627926	congruent
1404	chrXVI_9048409	16	9048409	16	9048409	16.5537898	congruent
1405	chrXVI_9482188	16	9482188	16	9482188	17.5437871	congruent
1406	chrXVI_9558468	16	9558468	16	9558468	17.5437872	congruent
1407	chrXVI_9562093	16	9562093	16	9562093	17.5437873	congruent
1408	chrXVI_9820236	16	9820236	16	9820236	17.8990025	congruent
1409	chrXVI_10052533	16	10052533	16	10052533	17.8990026	congruent
1410	chrXVI_10082296	16	10082296	16	10082296	17.8990027	congruent
1411	chrXVI_10121427	16	10121427	16	10121427	17.8990028	congruent
1412	chrXVI_10206983	16	10206983	16	10206983	17.8990029	congruent
1413	chrXVI_10250393	16	10250393	16	10250393	18.2542048	congruent
1414	chrXVI_10375459	16	10375459	16	10375459	18.9659366	congruent
1415	chrXVI_10496182	16	10496182	16	10496182	19.2322111	congruent
1416	chrXVI_10611556	16	10611556	16	10611556	19.2322112	congruent
1417	chrXVI_10646414	16	10646414	16	10646414	19.4985099	congruent
1418	chrXVI_10803827	16	10803827	16	10803827	19.675959	congruent
1419	chrXVI_10834839	16	10834839	16	10834839	19.6759591	congruent
1420	chrXVI_10937546	16	10937546	16	10937546	19.6759592	congruent
1421	chrXVI_10980153	16	10980153	16	10980153	19.6759593	congruent
1422	chrXVI_10993699	16	10993699	16	10993699	19.6759594	congruent
1423	chrXVI_11409755	16	11409755	16	11409755	21.2404601	congruent
1424	chrXVI_11534876	16	11534876	16	11534876	21.4613081	congruent
1425	chrXVI_11705095	16	11705095	16	11705095	21.4613082	congruent
1426	chrXVI_11963875	16	11963875	16	11963875	21.8165298	congruent
1427	chrXVI_12233028	16	12233028	16	12233028	22.1717496	congruent
1428	chrXVI_12239415	16	12239415	16	12239415	22.1717497	congruent
1429	chrXVI_12765260	16	12765260	16	12765260	22.3492056	congruent
1430	chrXVI_12923883	16	12923883	16	12923883	22.5266512	congruent
1431	chrXVI_13024461	16	13024461	16	13024461	22.9089771	congruent
1432	chrXVI_13144018	16	13144018	16	13144018	23.7521363	congruent
1433	chrXVI_13155107	16	13155107	16	13155107	23.7521364	congruent
1434	chrXVI_13590766	16	13590766	16	13590766	25.0209029	congruent
1435	chrXVI_13628334	16	13628334	16	13628334	25.020903	congruent
1436	chrXVI_13857422	16	13857422	16	13857422	25.3761114	congruent
1437	chrXVI_13883425	16	13883425	16	13883425	25.3761115	congruent
1438	chrXVI_14031175	16	14031175	16	14031175	25.3761116	congruent
1439	chrXVI_14177977	16	14177977	16	14177977	26.3084989	congruent
1440	chrXVI_14299970	16	14299970	16	14299970	26.7043512	congruent
1441	chrXVI_14874605	16	14874605	16	14874605	29.3043097	congruent
1442	chrXVI_14946113	16	14946113	16	14946113	29.4934305	congruent
1443	chrXVI_14998142	16	14998142	16	14998142	29.4934306	congruent
1444	chrXVI_15668315	16	15668315	16	15668315	33.112617	congruent
1445	chrXVI_16027971	16	16027971	16	16027971	36.5131172	congruent
1446	chrXVI_16051738	16	16051738	16	16051738	36.7364796	congruent
1447	chrXVI_16094081	16	16094081	16	16094081	37.4118548	congruent
1448	chrXVI_16143392	16	16143392	16	16143392	37.6471295	congruent
1449	chrXVI_16483930	16	17801606	16	16483930	40.1117932	reversed
1450	chrXVI_16499100	16	17786436	16	16499100	40.4668396	reversed
1451	chrXVI_16586645	16	17698891	16	16586645	41.2290507	reversed
1452	chrXVI_16595362	16	17690174	16	16595362	41.4242737	reversed
1453	chrXVI_16749744	16	17535792	16	16749744	43.1364595	reversed
1454	chrXVI_16820122	16	17465414	16	16820122	44.4762179	reversed
1455	chrXVI_17023049	16	17262487	16	17023049	47.9816283	reversed
1456	chrXVI_17075963	16	17209573	16	17075963	48.3720375	reversed
1457	chrXVI_17327004	16	16958532	16	17327004	48.7654186	reversed
1458	chrXVI_17382709	16	16902827	16	17382709	51.7686776	reversed
1459	chrXVI_17528279	16	16757257	16	17528279	51.7686777	reversed
1460	chrXVI_17613276	16	16672260	16	17613276	51.9460563	reversed
1461	chrXVI_17996175	16	16289361	16	17996175	53.5542579	reversed
1462	chrXVI_18026114	16	16259422	16	18026114	53.554258	reversed
1463	chrXVI_18041465	16	16244071	16	18041465	53.7316458	reversed
1464	chrXVI_18161245	Un	26660083	16	18161245	55.1599579	injected,reversedSense
1465	chrXVI_18250009	Un	26571319	16	18250009	55.6931549	injected,reversedSense
1466	chrXVI_18305834	Un	26515494	16	18305834	55.693155	injected,reversedSense
1467	chrXVI_18436414	Un	26384914	16	18436414	56.1376144	injected,reversedSense
1468	chrXVI_18758653	Un	17805751	16	18758653	56.5770972	injected,normalSense
1469	chrXVII_77432	17	77432	17	77432	0	congruent
1470	chrXVII_259870	17	259870	17	259870	0.0000001	congruent
1471	chrXVII_268689	17	268689	17	268689	0.0000002	congruent
1472	chrXVII_386764	17	386764	17	386764	0.0000003	congruent
1473	chrXVII_488454	17	488454	17	488454	0.1982227	congruent
1474	chrXVII_629241	17	629241	17	629241	0.1982228	congruent
1475	chrXVII_1063427	17	1063427	17	1063427	2.6480906	congruent
1476	chrXVII_1293411	17	1293411	17	1293411	4.487932	congruent
1477	chrXVII_1311733	17	1311733	17	1311733	4.4879321	congruent
1478	chrXVII_1355312	17	1355312	17	1355312	4.8432767	congruent
1479	chrXVII_1373207	17	1373207	17	1373207	5.3176371	congruent
1480	chrXVII_1378274	17	1378274	17	1378274	5.3176372	congruent
1481	chrXVII_1407279	17	1407279	17	1407279	5.5541508	congruent
1482	chrXVII_1433669	17	1433669	17	1433669	5.7316351	congruent
1483	chrXVII_1433696	17	1433696	17	1433696	5.7316352	congruent
1484	chrXVII_1444497	17	1444497	17	1444497	5.7316353	congruent
1485	chrXVII_1486126	17	1486126	17	1486126	5.7316354	congruent
1486	chrXVII_1494262	17	1494262	17	1494262	5.9091135	congruent
1487	chrXVII_1670571	17	1670571	17	1670571	6.2718995	congruent
1488	chrXVII_1671074	17	1671074	17	1671074	6.2718996	congruent
1489	chrXVII_1756849	17	1756849	17	1756849	6.4530566	congruent
1490	chrXVII_1791933	17	1791933	17	1791933	7.2038193	congruent
1491	chrXVII_1879406	17	1879406	17	1879406	7.9020965	congruent
1492	chrXVII_1910201	17	1910201	17	1910201	8.1537663	congruent
1493	chrXVII_2292374	17	2292374	17	2292374	14.3081746	congruent
1494	chrXVII_2697224	17	2697224	17	2697224	19.210276	congruent
1495	chrXVII_3074150	17	3074150	17	3074150	23.4432779	congruent
1496	chrXVII_3475326	17	3475326	17	3475326	24.4502778	congruent
1497	chrXVII_3584416	17	3584416	17	3584416	25.2545488	congruent
1498	chrXVII_3844362	17	3844362	17	3844362	27.6974906	congruent
1499	chrXVII_4150999	17	4150999	17	4150999	29.4707957	congruent
1500	chrXVII_4269590	17	4269590	17	4269590	30.0965316	congruent
1501	chrXVII_4430135	17	4430135	17	4430135	30.0965317	congruent
1502	chrXVII_4449867	17	4449867	17	4449867	30.0965318	congruent
1503	chrXVII_4483173	17	4483173	17	4483173	30.0965319	congruent
1504	chrXVII_4488703	17	4488703	17	4488703	30.096532	congruent
1505	chrXVII_4590534	17	4590534	17	4590534	30.0965321	congruent
1506	chrXVII_4686936	17	4686936	17	4686936	30.2739959	congruent
1507	chrXVII_4849938	17	4849938	17	4849938	30.629288	congruent
1508	chrXVII_4859750	17	4859750	17	4859750	30.6292881	congruent
1509	chrXVII_4962456	17	4962456	17	4962456	30.9845488	congruent
1510	chrXVII_5351891	17	5351891	17	5351891	31.6964875	congruent
1511	chrXVII_5463559	17	5463559	17	5463559	32.2299041	congruent
1512	chrXVII_5832675	17	5832675	17	5832675	32.9418862	congruent
1513	chrXVII_6030295	17	6030295	17	6030295	33.1634507	congruent
1514	chrXVII_6519839	Un	5034580	17	6519839	33.8310447	injected,reversedSense
1515	chrXVII_6617344	Un	4937075	17	6617344	33.8310448	injected,reversedSense
1516	chrXVII_6715936	Un	4838483	17	6715936	34.0085127	injected,reversedSense
1517	chrXVII_6812363	Un	4742056	17	6812363	34.0085164	injected,reversedSense
1518	chrXVII_6883475	Un	4670944	17	6883475	34.0085165	injected,reversedSense
1519	chrXVII_6906136	Un	4648283	17	6906136	34.0085166	injected,reversedSense
1520	chrXVII_6946590	Un	4607829	17	6946590	34.0085167	injected,reversedSense
1521	chrXVII_7142297	Un	4412122	17	7142297	34.0085168	injected,reversedSense
1522	chrXVII_7446169	Un	4108250	17	7446169	34.0085169	injected,reversedSense
1523	chrXVII_7502386	Un	4052033	17	7502386	34.008517	injected,reversedSense
1524	chrXVII_7660970	Un	3893449	17	7660970	34.5419693	injected,reversedSense
1525	chrXVII_8814469	Un	2739950	17	8814469	34.719423	injected,reversedSense
1526	chrXVII_8824467	Un	2729952	17	8824467	34.7194231	injected,reversedSense
1527	chrXVII_8976566	Un	2577853	17	8976566	34.7194232	injected,reversedSense
1528	chrXVII_13032013	17	7926752	17	13032013	35.5747367	shifted
1529	chrXVII_13393084	17	8287823	17	13393084	35.7873311	shifted
1530	chrXVII_13788208	17	8682947	17	13788208	36.8572766	shifted
1531	chrXVII_14319889	17	9214628	17	14319889	37.5157171	shifted
1532	chrXVII_14383649	17	9278388	17	14383649	37.7978006	shifted
1533	chrXVII_14695554	17	9590293	17	14695554	38.4866788	shifted
1534	chrXVII_15435198	17	10329937	17	15435198	41.9704829	shifted
1535	chrXVII_15505038	17	10399777	17	15505038	42.8207579	shifted
1536	chrXVII_16097560	17	10992299	17	16097560	46.180569	shifted
1537	chrXVII_16106328	17	11001067	17	16106328	46.4352684	shifted
1538	chrXVII_16138656	17	11033395	17	16138656	47.2849025	shifted
1539	chrXVII_16148705	17	11043444	17	16148705	47.4623333	shifted
1540	chrXVII_16150109	17	11044848	17	16150109	47.6649409	shifted
1541	chrXVII_16159431	17	11054170	17	16159431	47.9076151	shifted
1542	chrXVII_16240863	17	11135602	17	16240863	48.886381	shifted
1543	chrXVII_16258616	17	11153355	17	16258616	49.0637818	shifted
1544	chrXVII_16364671	17	11259410	17	16364671	49.7757499	shifted
1545	chrXVII_16366676	17	11261415	17	16366676	49.77575	shifted
1546	chrXVII_16749540	17	11644279	17	16749540	52.4769349	shifted
1547	chrXVII_16757993	17	11652732	17	16757993	52.476935	shifted
1548	chrXVII_16841210	17	11735949	17	16841210	53.5470908	shifted
1549	chrXVII_17053570	17	11948309	17	17053570	54.527677	shifted
1550	chrXVII_17190452	17	12085191	17	17190452	55.5083388	shifted
1551	chrXVII_17211652	17	12106391	17	17211652	56.0418303	shifted
1552	chrXVII_17225262	17	12120001	17	17225262	56.2192706	shifted
1553	chrXVII_17259878	17	12154617	17	17259878	56.7527732	shifted
1554	chrXVII_17274305	17	12169044	17	17274305	57.1080658	shifted
1555	chrXVII_17276913	17	12171652	17	17276913	57.1080659	shifted
1556	chrXVII_17286935	17	12181674	17	17286935	57.108066	shifted
1557	chrXVII_17882857	17	12777596	17	17882857	64.2743876	shifted
1558	chrXVII_17887032	17	12781771	17	17887032	64.5023243	shifted
1559	chrXVII_18145250	17	13039989	17	18145250	64.7697832	shifted
1560	chrXVII_18319678	17	13214417	17	18319678	65.1077067	shifted
1561	chrXVII_18584114	17	13478853	17	18584114	66.9632914	shifted
1562	chrXVII_18670749	17	13565488	17	18670749	67.5325613	shifted
1563	chrXVII_18768296	17	13663035	17	18768296	67.9116752	shifted
1564	chrXVII_18860414	17	13755153	17	18860414	68.0891367	shifted
1565	chrXVII_18875943	17	13770682	17	18875943	68.0891368	shifted
1566	chrXVII_18889393	17	13784132	17	18889393	68.2666083	shifted
1567	chrXVII_18897829	17	13792568	17	18897829	68.2666084	shifted
1568	chrXVII_19044456	17	13939195	17	19044456	68.9341853	shifted
1569	chrXVII_19107062	17	14001801	17	19107062	69.1557711	shifted
1570	chrXVII_19238356	17	14133095	17	19238356	69.1557712	shifted
1571	chrXVII_19249487	17	14144226	17	19249487	69.1557713	shifted
1572	chrXVIII_1034568	18	1034568	18	1034568	0	congruent
1573	chrXVIII_1367538	18	1367538	18	1367538	0.3527463	congruent
1574	chrXVIII_1486757	18	1486757	18	1486757	0.7079412	congruent
1575	chrXVIII_1748629	18	1748629	18	1748629	1.4699644	congruent
1576	chrXVIII_1755757	18	1755757	18	1755757	1.4699645	congruent
1577	chrXVIII_2254483	18	2254483	18	2254483	3.3878699	congruent
1578	chrXVIII_2343146	18	2343146	18	2343146	3.7429604	congruent
1579	chrXVIII_2532911	18	2532911	18	2532911	4.2761783	congruent
1580	chrXVIII_2556467	18	2556467	18	2556467	4.2761784	congruent
1581	chrXVIII_2570683	18	2570683	18	2570683	4.2761785	congruent
1582	chrXVIII_2624780	18	2624780	18	2624780	4.8094156	congruent
1583	chrXVIII_2708901	18	2708901	18	2708901	4.9868469	congruent
1584	chrXVIII_2832392	18	2832392	18	2832392	5.1642981	congruent
1585	chrXVIII_2866487	18	2866487	18	2866487	5.1642982	congruent
1586	chrXVIII_3231753	18	3231753	18	3231753	6.9532321	congruent
1587	chrXVIII_3251024	18	3251024	18	3251024	7.1747253	congruent
1588	chrXVIII_3401005	18	3401005	18	3401005	7.8421191	congruent
1589	chrXVIII_4011659	18	4011659	18	4011659	8.1973232	congruent
1590	chrXVIII_4018016	18	4018016	18	4018016	8.1973233	congruent
1591	chrXVIII_4125283	18	4125283	18	4125283	8.1973234	congruent
1592	chrXVIII_4160343	18	4160343	18	4160343	8.3747848	congruent
1593	chrXVIII_4212579	18	4212579	18	4212579	8.3747849	congruent
1594	chrXVIII_4254807	18	4254807	18	4254807	8.374785	congruent
1595	chrXVIII_4517887	18	4517887	18	4517887	8.3747851	congruent
1596	chrXVIII_5048263	18	5048263	18	5048263	8.3747852	congruent
1597	chrXVIII_5363120	18	5363120	18	5363120	8.3747853	congruent
1598	chrXVIII_5394474	18	5394474	18	5394474	8.3747854	congruent
1599	chrXVIII_5489017	18	5489017	18	5489017	8.3747855	congruent
1600	chrXVIII_5744556	18	5744556	18	5744556	8.3747856	congruent
1601	chrXVIII_6061681	18	6061681	18	6061681	8.5521831	congruent
1602	chrXVIII_7434203	18	7434203	18	7434203	9.9038711	congruent
1603	chrXVIII_8132477	18	8132477	18	8132477	10.9187599	congruent
1604	chrXVIII_8508896	18	8508896	18	8508896	11.5072925	congruent
1605	chrXVIII_8732457	18	8732457	18	8732457	11.9375612	congruent
1606	chrXVIII_9235695	18	9235695	18	9235695	12.6491747	congruent
1607	chrXVIII_9357371	18	9357371	18	9357371	12.6491748	congruent
1608	chrXVIII_9485205	18	9485205	18	9485205	12.8266251	congruent
1609	chrXVIII_9496395	18	9496395	18	9496395	13.0040772	congruent
1610	chrXVIII_9513482	18	9513482	18	9513482	13.0040773	congruent
1611	chrXVIII_9819238	18	9819238	18	9819238	13.8589158	congruent
1612	chrXVIII_9848842	18	9848842	18	9848842	14.07154	congruent
1613	chrXVIII_9898489	18	9898489	18	9898489	14.0715401	congruent
1614	chrXVIII_10229370	18	10229370	18	10229370	15.2692833	congruent
1615	chrXVIII_10309563	18	10309563	18	10309563	15.7453992	congruent
1616	chrXVIII_10887402	18	10887402	18	10887402	17.6430651	congruent
1617	chrXVIII_10902120	18	10902120	18	10902120	17.8304495	congruent
1618	chrXVIII_11654126	18	11654126	18	11654126	20.8375244	congruent
1619	chrXVIII_11879542	18	11879542	18	11879542	21.7692199	congruent
1620	chrXVIII_11940102	18	11940102	18	11940102	21.966167	congruent
1621	chrXVIII_12115679	18	12115679	18	12115679	22.7571283	congruent
1622	chrXVIII_12267746	18	12267746	18	12267746	23.5481142	congruent
1623	chrXVIII_12269289	18	12269289	18	12269289	23.5481143	congruent
1624	chrXVIII_12532481	18	12532481	18	12532481	23.9360437	congruent
1625	chrXVIII_12700424	18	12700424	18	12700424	24.8142679	congruent
1626	chrXVIII_13194162	18	13194162	18	13194162	25.6462685	congruent
1627	chrXVIII_13286071	18	13286071	18	13286071	25.867474	congruent
1628	chrXVIII_13579867	18	13579867	18	13579867	27.8831661	congruent
1629	chrXVIII_13626483	18	13626483	18	13626483	28.0939101	congruent
1630	chrXVIII_13735912	18	13735912	18	13735912	29.0315548	congruent
1631	chrXVIII_13906465	18	13906465	18	13906465	31.4099654	congruent
1632	chrXVIII_13909638	18	13909638	18	13909638	32.0273207	congruent
1633	chrXVIII_14167776	18	14167776	18	14167776	35.2507219	congruent
1634	chrXVIII_14249796	18	14249796	18	14249796	35.9013306	congruent
1635	chrXVIII_14310611	18	14310611	18	14310611	36.6129906	congruent
1636	chrXVIII_14428852	18	14428852	18	14428852	38.002269	congruent
1637	chrXVIII_14444076	18	14444076	18	14444076	38.3964934	congruent
1638	chrXVIII_14484418	18	14484418	18	14484418	38.7517248	congruent
1639	chrXVIII_14498129	18	14498129	18	14498129	38.929117	congruent
1640	chrXVIII_14610015	18	14610015	18	14610015	40.2094876	congruent
1641	chrXVIII_15068068	18	15068068	18	15068068	45.9797338	congruent
1642	chrXVIII_15584779	18	15584779	18	15584779	48.9206926	congruent
1643	chrXVIII_15670982	18	15670982	18	15670982	48.9206927	congruent
1644	chrXVIII_15738343	18	15738343	18	15738343	49.2722031	congruent
1645	chrXIX_13581	19	13581	19	13581	0	congruent
1646	chrXIX_234999	19	234999	19	234999	1.3235929	congruent
1647	chrXIX_497356	19	497356	19	497356	1.7923402	congruent
1648	chrXIX_711213	19	711213	19	711213	7.7859847	congruent
